CST 2026-07-17 20:03:48.932     0     0 I I00000/HiLog: ========Zeroth log of type: init
CST 2026-07-17 20:06:43.943   728  1154 W C01121/BMSQuery: [a92ab11ad3e5ec4, 2930af8, 0] bundle_data_mgr.cpp:ExplicitQueryExtensionInfo:7268 extensionAbility not found or disabled
CST 2026-07-17 20:06:43.943   728  1154 I C01121/BMSQuery: [a92ab11ad3e5ec4, 2930af8, 0] ExplicitQueryExtension size:0 -n com.huawei.hmos.location -e SAFeatureServiceExtensionAbility -u 100 -i 0
CST 2026-07-17 20:06:43.943   728  1154 W C01121/BMSQuery: [a92ab11ad3e5ec4, 2930af8, 0] bundle_mgr_host_impl.cpp:QueryExtensionAbilityInfos:3425 no valid extension info can be inquired
CST 2026-07-17 20:06:43.943   728  1154 E C01336/AMS: [a92ab11ad3e5ec4, 2930af8, 0] [start_ability_utils.cpp290]extensionInfo empty
CST 2026-07-17 20:06:43.943   728  1154 E C01342/ServiceExt: [a92ab11ad3e5ec4, 2930af8, 0] [ABMS5868]generate request error
CST 2026-07-17 20:06:43.943   460   512 E C02300/FenceExtension: [(DoConnect:153)]CONNECT_ABILITY_FAILED,ret:2097152
CST 2026-07-17 20:06:43.943   460   512 I C02300/FenceExtension: start connectAbility,userId:-1
CST 2026-07-17 20:06:43.943   460   512 I C02300/FenceExtension: ConnectAbility
CST 2026-07-17 20:06:43.943   460   512 I C01342/ServiceExt: [AMC599]name:com.huawei.hmos.location SAFeatureServiceExtensionAbility, userId:-1
CST 2026-07-17 20:06:43.943   728  1154 I C01342/ServiceExt: [a92ab21ad3e6645, 400f02, 0] [ABMS5529]element: com.huawei.hmos.location/SAFeatureServiceExtensionAbility
CST 2026-07-17 20:06:43.944   728  1154 W C01123/BMSCommon: [a92ab21ad3e6645, 400f02, 0] uid(1021) invalid
CST 2026-07-17 20:06:43.944   728  1154 I C01336/AMS: [a92ab21ad3e6645, 400f02, 0] [start_ability_utils.cpp54]appIndex:-1
CST 2026-07-17 20:06:43.944   728  1154 I C01121/BMSQuery: [a92ab21ad3e6645, 400f02, 0] ExplicitQueryAbility no match -n com.huawei.hmos.location -a SAFeatureServiceExtensionAbility -u 100 -i 0
CST 2026-07-17 20:06:43.944   728  1154 W C01121/BMSQuery: [a92ab21ad3e6645, 400f02, 0] bundle_data_mgr.cpp:ExplicitQueryExtensionInfo:7268 extensionAbility not found or disabled
CST 2026-07-17 20:06:43.944   728  1154 I C01121/BMSQuery: [a92ab21ad3e6645, 400f02, 0] ExplicitQueryExtension size:0 -n com.huawei.hmos.location -e SAFeatureServiceExtensionAbility -u 100 -i 0
CST 2026-07-17 20:06:43.944   728  1154 W C01121/BMSQuery: [a92ab21ad3e6645, 400f02, 0] bundle_mgr_host_impl.cpp:QueryExtensionAbilityInfos:3425 no valid extension info can be inquired
CST 2026-07-17 20:06:43.944   728  1154 E C01336/AMS: [a92ab21ad3e6645, 400f02, 0] [start_ability_utils.cpp290]extensionInfo empty
CST 2026-07-17 20:06:43.944   728  1154 E C01342/ServiceExt: [a92ab21ad3e6645, 400f02, 0] [ABMS5868]generate request error
CST 2026-07-17 20:06:43.945   460   512 E C02300/FenceExtension: [(DoConnect:153)]CONNECT_ABILITY_FAILED,ret:2097152
CST 2026-07-17 20:06:43.945   460   512 W C02300/FenceExtension: connect failed,retry again
CST 2026-07-17 20:06:44.020   142  1110 I C01800/SAMGR: NF SA:65962,830_294
CST 2026-07-17 20:06:44.020   830   861 E C01810/SA_CLIENT: GetSaWrap SA:65962 not start
CST 2026-07-17 20:06:44.020   830   861 I C01409/APS_MANAGER: request system service object is not ready yet!
CST 2026-07-17 20:06:44.057   319  4046 W C01f04/MultiSimontroller: [GetSimAccountInfo-(multi_sim_controller.cpp:1141)] slotId 0 is invalid
CST 2026-07-17 20:06:44.057   319  4046 E C01f04/TelephonySubsystem: GetSimAccountInfo fail!
CST 2026-07-17 20:06:44.064  2522  2522 I C02500/Qemud: Guest heartbeat success.
CST 2026-07-17 20:06:44.078  5595  5595 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5595 2000 2000] failed
CST 2026-07-17 20:06:44.078  5595  5595 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5595 2000 2000] failed
CST 2026-07-17 20:06:44.078  5595  5595 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:44.084  5595  5595 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5595 2000 2000] failed
CST 2026-07-17 20:06:44.084  5595  5595 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5595 2000 2000] failed
CST 2026-07-17 20:06:44.084  5595  5595 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:44.319  2205  2205 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
CST 2026-07-17 20:06:44.326   469  1523 E C01707/CONCUR: [Interface] task 1523 apply qos failed, errno = 4
CST 2026-07-17 20:06:44.326   469  1523 E C01611/QosManager: QosManager: Failed to set thread QoS to QOS_USER_INTERACTIVE, ret: -1
CST 2026-07-17 20:06:44.326   728  1154 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
CST 2026-07-17 20:06:44.326   728  1154 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
CST 2026-07-17 20:06:44.326   469  1523 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
CST 2026-07-17 20:06:44.326   469  1523 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
CST 2026-07-17 20:06:44.326   469  1523 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x20087fab,ret:1001,uri:******icIconInfo
CST 2026-07-17 20:06:44.326   469  1523 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x20087fab, uri:******icIconInfo
CST 2026-07-17 20:06:44.327  2205  2205 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
CST 2026-07-17 20:06:44.405  5598  5598 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5598 2000 2000] failed
CST 2026-07-17 20:06:44.405  5598  5598 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5598 2000 2000] failed
CST 2026-07-17 20:06:44.405  5598  5598 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:44.412  5600  5600 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5600 2000 2000] failed
CST 2026-07-17 20:06:44.413  5602  5602 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5602 2000 2000] failed
CST 2026-07-17 20:06:44.413  5600  5600 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5600 2000 2000] failed
CST 2026-07-17 20:06:44.413  5602  5602 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5602 2000 2000] failed
CST 2026-07-17 20:06:44.413  5602  5602 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:44.413  5600  5600 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:44.413  5601  5601 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5601 2000 2000] failed
CST 2026-07-17 20:06:44.413  5601  5601 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5601 2000 2000] failed
CST 2026-07-17 20:06:44.413  5601  5601 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:44.420  5603  5603 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5603 2000 2000] failed
CST 2026-07-17 20:06:44.420  5604  5604 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5604 2000 2000] failed
CST 2026-07-17 20:06:44.420  5603  5603 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5603 2000 2000] failed
CST 2026-07-17 20:06:44.420  5603  5603 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:44.420  5604  5604 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5604 2000 2000] failed
CST 2026-07-17 20:06:44.420  5604  5604 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:44.618  5606  5606 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5606 2000 2000] failed
CST 2026-07-17 20:06:44.618  5606  5606 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5606 2000 2000] failed
CST 2026-07-17 20:06:44.618  5606  5606 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:44.625  5608  5608 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5608 2000 2000] failed
CST 2026-07-17 20:06:44.625  5608  5608 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5608 2000 2000] failed
CST 2026-07-17 20:06:44.625  5608  5608 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:44.631  5609  5609 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5609 2000 2000] failed
CST 2026-07-17 20:06:44.631  5609  5609 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5609 2000 2000] failed
CST 2026-07-17 20:06:44.631  5609  5609 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:44.639  1694  1805 I C0430a/file_monitor_service: [MainMissionStatus:197]CanExit
CST 2026-07-17 20:06:44.639  1694  1805 I C0430a/file_monitor_service: [MainMissionStatus:203]SecondaryScanner idle
CST 2026-07-17 20:06:44.817   643   714 I C02986/DisplayPowerBrightness: lux=[0/182651, 0/182796, 0/182942, 0/183088, 0/183233, 0/183379, ], bDelta=5.000000, dDelta=1.000000, size=70
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = brightness
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = 
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = ambient
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = ibat
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = vbat
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = cpu0_min_freq
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = cpu0_cur_freq
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = cpu0_max_freq
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = cpu4_min_freq
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = cpu4_cur_freq
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = cpu4_max_freq
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = cpu7_min_freq
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = cpu7_cur_freq
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = cpu7_max_freq
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = gpu_min_freq
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = gpu_cur_freq
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = gpu_max_freq
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = ddr_cur_freq
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = set_IPApower
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: Read node failed, title = cur_IPApower
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: get node failed
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: get node failed
CST 2026-07-17 20:06:44.916   588   724 W C02943/ThermalHdi: get node failed
CST 2026-07-17 20:06:44.966  5613  5613 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5613 2000 2000] failed
CST 2026-07-17 20:06:44.966  5613  5613 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5613 2000 2000] failed
CST 2026-07-17 20:06:44.966  5613  5613 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:44.973  5613  5613 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5613 2000 2000] failed
CST 2026-07-17 20:06:44.973  5613  5613 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5613 2000 2000] failed
CST 2026-07-17 20:06:44.973  5613  5613 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:45.000   444   454 W C01c42/TimeService: uid:1096 id:1679329039 wk:0
CST 2026-07-17 20:06:45.000   444   454 W C01c42/TimeService: id:1679329039 we:188561
CST 2026-07-17 20:06:45.000   444   454 W C01c42/TimeService: t3 188561
CST 2026-07-17 20:06:45.328  2205  2205 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
CST 2026-07-17 20:06:45.337   469  1523 E C01707/CONCUR: [Interface] task 1523 apply qos failed, errno = 4
CST 2026-07-17 20:06:45.337   469  1523 E C01611/QosManager: QosManager: Failed to set thread QoS to QOS_USER_INTERACTIVE, ret: -1
CST 2026-07-17 20:06:45.337   728  1154 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
CST 2026-07-17 20:06:45.337   728  1154 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
CST 2026-07-17 20:06:45.338   469  1523 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
CST 2026-07-17 20:06:45.338   469  1523 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
CST 2026-07-17 20:06:45.338   469  1523 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x20087fab,ret:1001,uri:******icIconInfo
CST 2026-07-17 20:06:45.338   469  1523 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x20087fab, uri:******icIconInfo
CST 2026-07-17 20:06:45.338  2205  2205 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
CST 2026-07-17 20:06:45.433  5616  5616 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5616 2000 2000] failed
CST 2026-07-17 20:06:45.433  5616  5616 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5616 2000 2000] failed
CST 2026-07-17 20:06:45.433  5616  5616 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:45.440  5619  5619 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5619 2000 2000] failed
CST 2026-07-17 20:06:45.440  5619  5619 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5619 2000 2000] failed
CST 2026-07-17 20:06:45.440  5619  5619 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:45.440  5618  5618 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5618 2000 2000] failed
CST 2026-07-17 20:06:45.441  5618  5618 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5618 2000 2000] failed
CST 2026-07-17 20:06:45.441  5618  5618 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:45.444  5620  5620 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5620 2000 2000] failed
CST 2026-07-17 20:06:45.444  5620  5620 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5620 2000 2000] failed
CST 2026-07-17 20:06:45.444  5620  5620 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:45.451  5622  5622 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5622 2000 2000] failed
CST 2026-07-17 20:06:45.451  5622  5622 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5622 2000 2000] failed
CST 2026-07-17 20:06:45.451  5621  5621 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5621 2000 2000] failed
CST 2026-07-17 20:06:45.451  5622  5622 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:45.451  5621  5621 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5621 2000 2000] failed
CST 2026-07-17 20:06:45.451  5621  5621 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:45.640  1694  1805 I C0430a/file_monitor_service: [MainMissionStatus:197]CanExit
CST 2026-07-17 20:06:45.640  1694  1805 I C0430a/file_monitor_service: [MainMissionStatus:203]SecondaryScanner idle
CST 2026-07-17 20:06:45.687  5624  5624 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5624 2000 2000] failed
CST 2026-07-17 20:06:45.688  5624  5624 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5624 2000 2000] failed
CST 2026-07-17 20:06:45.688  5624  5624 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:45.695  5626  5626 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5626 2000 2000] failed
CST 2026-07-17 20:06:45.695  5626  5626 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5626 2000 2000] failed
CST 2026-07-17 20:06:45.695  5626  5626 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:45.701  5627  5627 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5627 2000 2000] failed
CST 2026-07-17 20:06:45.701  5627  5627 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5627 2000 2000] failed
CST 2026-07-17 20:06:45.701  5627  5627 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:46.021   142  1110 I C01800/SAMGR: NF SA:65962,830_295
CST 2026-07-17 20:06:46.090  5630  5630 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5630 2000 2000] failed
CST 2026-07-17 20:06:46.090  5630  5630 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5630 2000 2000] failed
CST 2026-07-17 20:06:46.090  5630  5630 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:46.097  5630  5630 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5630 2000 2000] failed
CST 2026-07-17 20:06:46.097  5630  5630 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5630 2000 2000] failed
CST 2026-07-17 20:06:46.097  5630  5630 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:46.173   163  1721 E C02d66/XPerf: [InquiryOhImpl::ExtractStringValue] Canonical FilePath: /sys/class/ithermal/lpm/lpm_freq failed.
CST 2026-07-17 20:06:46.173   163  1721 E C02d66/XPerf: [InquiryOhImpl::ExtractStringValue] Canonical FilePath: /sys/class/power_supply/Battery/status failed.
CST 2026-07-17 20:06:46.222   142  1110 I C01800/SAMGR: NF SA:65962,830_296
CST 2026-07-17 20:06:46.339  2205  2205 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
CST 2026-07-17 20:06:46.347   469  1523 E C01707/CONCUR: [Interface] task 1523 apply qos failed, errno = 4
CST 2026-07-17 20:06:46.347   469  1523 E C01611/QosManager: QosManager: Failed to set thread QoS to QOS_USER_INTERACTIVE, ret: -1
CST 2026-07-17 20:06:46.347   728  1154 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
CST 2026-07-17 20:06:46.347   728  1154 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
CST 2026-07-17 20:06:46.347   469  1523 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
CST 2026-07-17 20:06:46.347   469  1523 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
CST 2026-07-17 20:06:46.347   469  1523 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x20087fab,ret:1001,uri:******icIconInfo
CST 2026-07-17 20:06:46.347   469  1523 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x20087fab, uri:******icIconInfo
CST 2026-07-17 20:06:46.348  2205  2205 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
CST 2026-07-17 20:06:46.422   142  1110 I C01800/SAMGR: NF SA:65962,830_297
CST 2026-07-17 20:06:46.427  5634  5634 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5634 2000 2000] failed
CST 2026-07-17 20:06:46.427  5634  5634 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5634 2000 2000] failed
CST 2026-07-17 20:06:46.427  5634  5634 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:46.434  5636  5636 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5636 2000 2000] failed
CST 2026-07-17 20:06:46.434  5636  5636 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5636 2000 2000] failed
CST 2026-07-17 20:06:46.434  5636  5636 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:46.434  5638  5638 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5638 2000 2000] failed
CST 2026-07-17 20:06:46.434  5638  5638 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5638 2000 2000] failed
CST 2026-07-17 20:06:46.434  5638  5638 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:46.434  5637  5637 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5637 2000 2000] failed
CST 2026-07-17 20:06:46.434  5637  5637 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5637 2000 2000] failed
CST 2026-07-17 20:06:46.434  5637  5637 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:46.442  5639  5639 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5639 2000 2000] failed
CST 2026-07-17 20:06:46.442  5639  5639 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5639 2000 2000] failed
